id,split,question,answer,has_options
train_4581,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_4582,train,What are the symptoms of stroke?,"headache, fatigue, dizziness",True
train_4583,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_4584,train,How is stroke diagnosed?,stroke is diagnosed through clinical evaluation and laboratory tests.,True
train_4585,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_4586,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_4587,train,What are the symptoms of cancer?,"nausea, headache, shortness_of_breath",True
train_4588,train,How is cancer treated?,"vaccination, physical_therapy",True
train_4589,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_4590,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_4591,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_4592,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_4593,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_4594,train,What causes influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_4595,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_4596,train,What are the symptoms of migraine?,"shortness_of_breath, headache, fever",True
train_4597,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_4598,train,What are the symptoms of pneumonia?,"cough, fatigue, nausea",True
train_4599,train,What causes hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_4600,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_4601,train,How is cancer diagnosed?,cancer is diagnosed through clinical evaluation and laboratory tests.,True
train_4602,train,What are the symptoms of pneumonia?,"fatigue, cough, fever",True
train_4603,train,How is arthritis treated?,"antivirals, antibiotics",True
train_4604,train,How is influenza diagnosed?,influenza is diagnosed through clinical evaluation and laboratory tests.,True
train_4605,train,How is hypertension treated?,"antibiotics, aspirin",True
train_4606,train,What are the symptoms of asthma?,"shortness_of_breath, fatigue, fever",True
train_4607,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_4608,train,What are the symptoms of hypertension?,"nausea, fever, headache",True
train_4609,train,What are the risk factors for arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_4610,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_4611,train,How is influenza treated?,"surgery, insulin",True
train_4612,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_4613,train,How is depression treated?,"aspirin, antivirals",True
train_4614,train,How is migraine treated?,"antibiotics, surgery",True
train_4615,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_4616,train,What are the risk factors for stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_4617,train,What causes depression?,"Genetic factors, lifestyle, and environmental factors contribute to depression.",True
train_4618,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_4619,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_4620,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_4621,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_4622,train,What are the symptoms of pneumonia?,"dizziness, nausea, joint_pain",True
train_4623,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_4624,train,How is migraine treated?,"physical_therapy, antivirals",True
train_4625,train,What are the symptoms of influenza?,"pain, fatigue, dizziness",True
train_4626,train,What causes stroke?,"Genetic factors, lifestyle, and environmental factors contribute to stroke.",True
train_4627,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_4628,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_4629,train,What are the risk factors for cancer?,"Genetic factors, lifestyle, and environmental factors contribute to cancer.",True
train_4630,train,What are the risk factors for diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_4631,train,What are the risk factors for influenza?,"Genetic factors, lifestyle, and environmental factors contribute to influenza.",True
train_4632,train,What are the symptoms of pneumonia?,"fatigue, headache, dizziness",True
train_4633,train,What are the symptoms of cancer?,"dizziness, pain, nausea",True
train_4634,train,What causes diabetes?,"Genetic factors, lifestyle, and environmental factors contribute to diabetes.",True
train_4635,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_4636,train,What are the symptoms of pneumonia?,"fever, shortness_of_breath, fatigue",True
train_4637,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_4638,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_4639,train,What causes migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_4640,train,How is depression treated?,"ibuprofen, surgery",True
train_4641,train,How is pneumonia diagnosed?,pneumonia is diagnosed through clinical evaluation and laboratory tests.,True
train_4642,train,How is stroke treated?,"physical_therapy, ibuprofen",True
train_4643,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_4644,train,What causes pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_4645,train,How is pneumonia treated?,"antibiotics, radiation",True
train_4646,train,How is depression diagnosed?,depression is diagnosed through clinical evaluation and laboratory tests.,True
train_4647,train,What are the symptoms of depression?,"dizziness, chest_pain, headache",True
train_4648,train,What are the symptoms of diabetes?,"nausea, dizziness, joint_pain",True
train_4649,train,What are the symptoms of migraine?,"shortness_of_breath, pain, dizziness",True
train_4650,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_4651,train,How is arthritis diagnosed?,arthritis is diagnosed through clinical evaluation and laboratory tests.,True
train_4652,train,How is hypertension diagnosed?,hypertension is diagnosed through clinical evaluation and laboratory tests.,True
train_4653,train,What are the risk factors for pneumonia?,"Genetic factors, lifestyle, and environmental factors contribute to pneumonia.",True
train_4654,train,What are the risk factors for migraine?,"Genetic factors, lifestyle, and environmental factors contribute to migraine.",True
train_4655,train,What causes asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
train_4656,train,What causes arthritis?,"Genetic factors, lifestyle, and environmental factors contribute to arthritis.",True
train_4657,train,How is hypertension treated?,"ibuprofen, aspirin",True
train_4658,train,How is arthritis treated?,"vaccination, antibiotics",True
train_4659,train,What are the symptoms of depression?,"nausea, chest_pain, pain",True
train_4660,train,What are the symptoms of pneumonia?,"nausea, joint_pain, fever",True
train_4661,train,How is asthma treated?,"antibiotics, vaccination",True
train_4662,train,What are the risk factors for hypertension?,"Genetic factors, lifestyle, and environmental factors contribute to hypertension.",True
train_4663,train,How is pneumonia treated?,"physical_therapy, aspirin",True
train_4664,train,What are the risk factors for asthma?,"Genetic factors, lifestyle, and environmental factors contribute to asthma.",True
